"","Gene","Scaffold","Gene_Start","Gene_End","Score","Strand","note","Function","Additional_info","Gene_size","A_thaliana_orthologue","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1237","g13538","scaffold_36",992599,993903,0.24,"+",".","F2D10.22","ahrd-qc=***",1304,"AT1G20730",8.37673583329055,4.5940334630589,1.56519755987194,2.93511412286814,0.00333425033086999,0.0236938570666072
"1238","g13580","scaffold_37",46726,48300,0.18,"+",".","Hexosyltransferase","ahrd-qc=***",1574,"AT1G24170",452.429052202716,-0.787207603164547,0.18183276093263,-4.32929467235122,1.49587666055315e-05,0.000214974439671246
"1239","g13622","scaffold_37",244207,245432,0.16,"+",".","At1g23830/F5O8_36","ahrd-qc=***",1225,"AT1G23830",150.805032700234,1.02360913097905,0.248650400080965,4.1166598993838,3.84402668698503e-05,0.000502138302641527
"1240","g13643","scaffold_37",355070,358280,0.38,"+",".","Receptor-like kinase","ahrd-qc=***",3210,"AT1G23540",56.1242410577719,-1.01682352209434,0.366826061761977,-2.77195005504851,0.00557215853688458,0.0361376588285107
"1241","g13649","scaffold_37",376134,378655,0.25,"-",".","Pyrrolidone-carboxylate peptidase","ahrd-qc=***",2521,"AT1G23440",1119.26983129943,0.48879331747058,0.158304465664906,3.08767864139249,0.00201726485240442,0.0156177752781647
"1242","g13693","scaffold_37",610599,611237,0.06,"-",".","At1g23120","ahrd-qc=***",638,"AT1G23120",340.756914684094,0.97510958767612,0.35966986931139,2.71112392467856,0.00670555595782625,0.0419555319009206
"1243","g13695","scaffold_37",614285,614967,0.29,"-",".","10 kDa chaperonin","ahrd-qc=***",682,"AT1G23100",68.2827651689301,1.04511389503613,0.327957960934892,3.18673128731769,0.001438903902317,0.0117874556699112
"1244","g13699","scaffold_37",640522,642566,0.25,"+",".","Protein LAZ1 homolog 2","ahrd-qc=***",2044,"AT1G23070",6.67205282977314,5.06896524227906,1.4580800926644,3.4764655712543,0.000508069456629545,0.00485841417902002
"1245","g13700","scaffold_37",653120,653747,0.04,"-",".","Unknown protein","",627,"AT1G23040",156.12984948828,-1.78586614196052,0.376885520281485,-4.73848435627535,2.15322648349335e-06,3.67292718720701e-05
"1246","g13726","scaffold_37",764762,767066,0.6,"-",".","Malonyl-[acyl-carrier protein] O-methyltransferase","ahrd-qc=***",2304,"AT1G22800",134.14973025516,-0.763573810028352,0.251379294707022,-3.03753660745322,0.00238520431450093,0.017945891052311
"1247","g13745","scaffold_37",882496,883671,0.69,"-",".","MYB transcription factor 3","ahrd-qc=***",1175,"AT1G22640",179.274350378684,0.651716764403304,0.239077965952265,2.7259591313966,0.00641149364456838,0.0405028193679531
"1248","g13766","scaffold_37",991556,993961,0.08,"-",".","Alcohol dehydrogenase-like 2","ahrd-qc=***",2405,"AT1G22440",187.236517065325,0.851344024857971,0.258270423978558,3.29632797957792,0.000979575831244534,0.00853751884598397
"1249","g13782","scaffold_37",1053555,1059211,0.12,"-",".","Synaptonemal complex protein 1","ahrd-qc=***",5656,NA,12.4618384175038,2.18018157187132,0.687224011109127,3.1724467373494,0.00151160283937972,0.0123092219708935
"1250","g13783","scaffold_37",1059436,1060242,0.11,"+",".","Multifunctional methyltransferase subunit TRM112-like protein At1g22270","ahrd-qc=***",806,NA,48.5828566011048,0.935407177914134,0.346502154464789,2.69957102967794,0.00694289332889105,0.043100217567673
"1251","g13785","scaffold_37",1063286,1068790,0.06,"+",".","Synaptonemal complex protein 1","ahrd-qc=***",5504,"AT1G22260",14.2166300463964,2.69883270142119,0.707081487274454,3.816862341884,0.000135159528538539,0.00153111642893409
"1252","g13817","scaffold_38",78706,79878,0.37,"+",".","Ribonuclease 1","ahrd-qc=***",1172,"AT2G02990",6.78702315295777,-2.66834253854107,0.993030868197922,-2.68706907710068,0.00720820441242925,0.0443630770460326
"1253","g13823","scaffold_38",102635,104541,0.81,"-",".","Expansin-A1","ahrd-qc=***",1906,"AT2G03090",551.152772519692,0.79929057412836,0.218316557720142,3.66115416290579,0.000251081615124502,0.00261960078449231
"1254","g13825","scaffold_38",128966,131930,0.05,"+",".","Signal peptide peptidase","ahrd-qc=***",2964,"AT2G03120",1908.8859209537,-0.500193049004244,0.179050786855307,-2.79358196514633,0.0052127816662366,0.0342418671689836
"1255","g13850","scaffold_38",241226,241603,0.34,"-",".","Unknown protein","",377,NA,329.318708587495,-1.04480218688279,0.377386418592195,-2.76852089903056,0.00563113739657219,0.0364354047330555
"1256","g13858","scaffold_38",290908,292753,0.4,"+",".","Glyoxal oxidase-related protein","ahrd-qc=***",1845,"AT1G19900",30.2463839390953,2.46862529580354,0.705958565623527,3.49684162217533,0.000470801253359851,0.00454184738535386
"1257","g13879","scaffold_38",422099,424570,0.12,"-",".","Protein binding protein","ahrd-qc=***",2471,"AT1G19680",503.635413848973,-0.81472325496105,0.183025581605905,-4.45141738008697,8.53053535921676e-06,0.000129989163780355
"1258","g13890","scaffold_38",464885,466081,0.24,"+",".","Dehydroascorbate reductase","ahrd-qc=***",1196,"AT1G19570",511.346758712151,-1.13660147768461,0.2342640067497,-4.85179730960127,1.22347628118013e-06,2.18657171277578e-05
"1259","g13892","scaffold_38",469378,470250,0.34,"-",".","Unknown protein","",872,NA,18.5281598525327,4.03139683467217,0.812042142054662,4.96451677307259,6.88723342379046e-07,1.28869844198173e-05
"1260","g13902","scaffold_38",501444,503510,0.19,"-",".","3-ketoacyl-CoA synthase 4","ahrd-qc=***",2066,"AT1G19440",619.537234105837,-0.841540702655212,0.162117708691718,-5.19092398632083,2.09253046799519e-07,4.37183801023607e-06
"1261","g13908","scaffold_38",521713,523570,0.04,"-",".","Unknown protein","",1857,NA,22.7571845889268,-4.59044981200754,0.747303555694635,-6.14268429077741,8.11384528572204e-10,2.4767956923277e-08
"1262","g13909","scaffold_38",532555,534713,0.18,"+",".","Wall-associated receptor kinase-like 18","ahrd-qc=***",2158,NA,137.164610264827,-10.6699365756705,1.20237878842525,-8.87402262779835,7.05502173652992e-19,7.16698807340117e-17
"1263","g13910","scaffold_38",537630,539230,0.13,"-",".","At1g19380","ahrd-qc=***",1600,"AT1G19380",203.060242159799,-1.05296795041809,0.268469826171537,-3.92210910787906,8.77772249133351e-05,0.00104931211411406
"1264","g13917","scaffold_38",564102,565057,0.91,"-",".","Thaumatin-like protein","ahrd-qc=***",955,NA,2.41219569526671,-4.84755340450374,1.77285725002751,-2.73431682355053,0.00625098651667882,0.0397389799028389
"1265","g13929","scaffold_38",636761,637827,0.31,"-",".","CXE carboxylesterase","ahrd-qc=***",1066,"AT1G19190",87.1925808350698,0.755849963278894,0.265031233321276,2.85192787961953,0.00434549586018088,0.0294695086820699
"1266","g13938","scaffold_38",662205,667457,0.09,"-",".","Inter-alpha-trypsin inhibitor heavy chain-like protein","ahrd-qc=***",5252,"AT1G19110",682.079246228704,0.525215340771009,0.176523529461277,2.9753276652347,0.00292675745529427,0.0212867441434959
"1267","g13954","scaffold_38",745865,748334,0.81,"-",".","Protein NRT1/ PTR FAMILY 2.9","ahrd-qc=***",2469,"AT1G18880",776.199536978673,1.10231345835874,0.253906625377276,4.34141274069091,1.41569500924757e-05,0.000204880617418806
"1268","g13955","scaffold_38",749768,754674,0.31,"-",".","Isochorismate synthase 2","ahrd-qc=***",4906,"AT1G18870",9.84654777059753,-2.61641964267449,0.834740158317092,-3.13441208812741,0.00172198842769692,0.0137386752393549
"1269","g13961","scaffold_38",786679,787243,0.33,"+",".","Mini zinc finger protein 3","ahrd-qc=***",564,"AT1G18835",60.1573578006253,-1.02281310427699,0.328752781207977,-3.1111922476176,0.0018633358633863,0.0146291687997775
"1270","g13981","scaffold_38",874487,878216,0.69,"+",".","Cyclin-dependent kinase-like protein","ahrd-qc=***",3729,"AT1G18670",263.769096302939,-0.890340030813278,0.252283953291325,-3.52911875368132,0.00041694598521887,0.00408831913290812
"1271","g13990","scaffold_38",914728,916412,0.22,"-",".","Unknown protein","",1684,NA,10.142395069735,-6.91904059776619,1.36655608722832,-5.06312229877045,4.12445075257504e-07,8.1746222972838e-06
"1272","g14020","scaffold_38",1034893,1036040,0.17,"-",".","Mitogen-activated protein kinase kinase 7","ahrd-qc=***",1147,"AT1G18350",37.7158152481906,7.6034637615136,1.40741516531885,5.40243131442385,6.57436347396157e-08,1.48616151611391e-06
"1273","g14024","scaffold_38",1047515,1049524,0.4,"+",".","Protein REVEILLE 7","ahrd-qc=***",2009,"AT1G18330",207.704306007073,2.00164082518948,0.26867733504267,7.44998019602802,9.33542440819649e-14,5.11450806223726e-12
"1274","g14032","scaffold_39",14196,16810,0.13,"+",".","Histone deacetylase 2","ahrd-qc=***",2614,"AT5G26040",173.91523513135,1.23727174959102,0.220533017659696,5.61036965222257,2.01894893826501e-08,4.97148839636365e-07
"1275","g14034","scaffold_39",23406,25679,0.19,"+",".","Phosphatase 2C-like protein","ahrd-qc=***",2273,"AT5G26010",248.412683052323,-1.74143670495151,0.239660131739569,-7.26627617330975,3.69532709310301e-13,1.8361019291117e-11
"1276","g14048","scaffold_39",123787,126561,0.07,"-",".","Leucine-rich repeat receptor-like protein kinase","ahrd-qc=***",2774,"AT5G25910",100.169867446267,0.791048759260135,0.261956991089786,3.01976578662489,0.00252970225554891,0.0188746027345326
"1277","g14050","scaffold_39",135579,138201,0.25,"-",".","Cytochrome P450","ahrd-qc=***",2622,"AT5G25900",555.330402842257,-1.91132366924004,0.226152834488818,-8.45146899688558,2.87660216144679e-17,2.39005633890804e-15
"1278","g14052","scaffold_39",155747,159511,0.37,"-",".","Malic enzyme","ahrd-qc=***",3764,"AT5G25880",19.0517350797682,-4.29867677927991,0.826637442348672,-5.20019607031875,1.9907840549244e-07,4.16272945884692e-06
"1279","g14065","scaffold_39",262388,265669,0.42,"+",".","Small RNA degrading nuclease 5","ahrd-qc=***",3281,"AT5G25800",264.527242024583,0.564558200636037,0.185169049917921,3.04887993369456,0.0022969626267573,0.0174019885961939
"1280","g14067","scaffold_39",269758,273346,0.31,"+",".","Eukaryotic translation initiation factor 3 subunit B","ahrd-qc=***",3588,"AT5G25780",1445.31365937586,0.747086389529987,0.185893036518827,4.01890465356039,5.84693239590689e-05,0.000726293206327206
"1281","g14102","scaffold_39",476351,479625,0.13,"+",".","Protein kinase family protein","ahrd-qc=***",3274,"AT5G25440",53.7339144450473,2.38792969679646,0.412495831327854,5.78897897976216,7.0815558238765e-09,1.86845845144805e-07
"1282","g14105","scaffold_39",489951,493998,0.05,"+",".","Nucleobase-ascorbate transporter-like protein","ahrd-qc=***",4047,"AT1G65550",2.99102873987983,-5.15401805693748,1.71501812183885,-3.00522658700034,0.00265383069547952,0.0196282626195226
"1283","g14108","scaffold_39",543186,545504,0.05,"+",".","Cyclin-A2-1","ahrd-qc=***",2318,"AT5G25380",2.45208585841997,-4.86673455119933,1.77508824248382,-2.74168598198221,0.00611247460917693,0.0389967487651837
"1284","g14141","scaffold_39",800819,804901,0.16,"-",".","Cytochrome P450 71B11","ahrd-qc=***",4082,NA,423.684209171449,1.05344876778569,0.331935249310829,3.17365742256323,0.00150531246102397,0.0122673920987377
"1285","g14162","scaffold_39",919976,920770,0.28,"-",".","Protein GLUTAMINE DUMPER 5","ahrd-qc=***",794,"AT5G24920",107.991453844399,1.60306410241805,0.585361420932564,2.73858857979424,0.00617035358028175,0.0392960690447791
"1286","g14163","scaffold_39",939295,941909,0.41,"+",".","Cytochrome P450 714A1","ahrd-qc=***",2614,"AT5G24910",91.5883944417724,3.15161182103865,0.61793887818976,5.10019992636042,3.39294899011444e-07,6.82841837395328e-06
"1287","g14169","scaffold_39",983799,984560,0.29,"-",".","Flowering-promoting factor 1","ahrd-qc=***",761,"AT5G24860",127.824553520956,1.18367858341954,0.356161441112011,3.3234327099639,0.000889168717494055,0.00787262577959098
"1288","g14170","scaffold_39",990635,993497,0.06,"+",".","Cryptochrome%2C DASH family protein","ahrd-qc=***",2862,"AT5G24850",17.4157178536716,-6.7154400467024,1.31861568434768,-5.09279551761476,3.52822164839328e-07,7.09376102575996e-06
"1289","g14180","scaffold_39",1042555,1043842,0.75,"+",".","Vegetative storage protein 2","ahrd-qc=***",1287,NA,1023.65095104272,-1.56227743169026,0.518742177575135,-3.01166455944095,0.00259819532835753,0.0193167162012288
"1290","g14182","scaffold_39",1054225,1055489,0.79,"+",".","Vegetative storage protein 1","ahrd-qc=***",1264,"AT5G24780",2061.85275447237,5.86880196553643,0.87574005523069,6.70153424007819,2.0624251516426e-11,8.12407722213755e-10
"1291","g14186","scaffold_39",1075735,1079736,0.35,"+",".","Sterol glucosyltransferase-like protein","ahrd-qc=***",4001,"AT5G24750",167.399445914909,0.903624899397098,0.220494321917541,4.09817763803926,4.16415661706665e-05,0.000538870643813494
"1292","g14220","scaffold_40",358792,359590,0.23,"+",".","Plant basic secretory family protein","ahrd-qc=***",798,NA,6.66419746057861,6.07171711363457,1.53933234697255,3.94438350209166,8.00055354478527e-05,0.000963016004869048
"1293","g14231","scaffold_40",451592,454352,0.28,"+",".","D-3-phosphoglycerate dehydrogenase","ahrd-qc=***",2760,NA,212.835669255584,-1.10337247630817,0.339489232659425,-3.25009564416753,0.00115366201187558,0.00980612710094244
"1294","g14290","scaffold_40",955112,957832,0.12,"-",".","Unknown protein","",2720,NA,5.59324770121768,-6.05220250461274,1.54830256040132,-3.90892753096268,9.27067664534746e-05,0.00109778111555006
"1295","g14303","scaffold_40",1059517,1061194,0.23,"+",".","F-box family protein","ahrd-qc=***",1677,"AT2G16810",49.9937752209825,1.18875576911674,0.341494980716863,3.48103438188556,0.000499481371457122,0.00478906632502947
"1296","g14324","scaffold_41",105573,107071,0.18,"-",".","BnaC01g14900D protein","ahrd-qc=***",1498,"AT4G23330",216.092143455254,0.570189092759296,0.211707267707083,2.69329012147191,0.00707506741636033,0.0437583415359412
"1297","g14325","scaffold_41",107366,109788,0.23,"+",".","Cysteine-rich receptor-like protein kinase 24","ahrd-qc=***",2422,"AT4G23320",5.71358199764827,5.85035906960525,1.63422240782917,3.57990383779928,0.000343720673355184,0.00344159582435286
"1298","g14328","scaffold_41",120509,123841,0.28,"-",".","Cysteine-rich receptor-like protein kinase 19","ahrd-qc=***",3332,"AT4G23270",10.9776318325286,-2.29451946302615,0.849392932989289,-2.70136396702877,0.00690557227304095,0.0429429044548063
"1299","g14330","scaffold_41",131336,133980,0.07,"+",".","Cysteine-rich receptor-like protein kinase 18","ahrd-qc=***",2644,"AT4G23260",27.1766807820536,-3.78568345567577,0.611055940386778,-6.19531405468305,5.81689279325998e-10,1.81765222874819e-08
"1300","g14369","scaffold_41",407280,409788,0.22,"+",".","BnaA01g12820D protein","ahrd-qc=***",2508,"AT4G23020",10.9583952063991,3.21481360249841,1.06061030695133,3.03109783247274,0.00243666282744768,0.0183001327944679
"1301","g14376","scaffold_41",458015,461795,0.17,"-",".","Protein FAM63A","ahrd-qc=***",3780,"AT4G22960",234.84647167137,3.07509425940349,0.273381641725189,11.2483568391716,2.3594660614868e-29,5.38215658316607e-27
"1302","g14377","scaffold_41",465850,472157,0.04,"+",".","Protein kinase family protein","ahrd-qc=***",6307,"AT4G22940",731.465865828003,0.905280680964327,0.261146891758773,3.46655736496589,0.000527169231094356,0.00502955526487437
"1303","g14389","scaffold_41",537489,539219,0.48,"+",".","Protein DETOXIFICATION","ahrd-qc=***",1730,"AT4G22790",101.526469848793,0.979140305781446,0.369163174396213,2.65232388735112,0.00799398183970685,0.0479753629088554
"1304","g14390","scaffold_41",545679,548413,0.61,"+",".","ACT domain-containing protein ACR7","ahrd-qc=***",2734,"AT4G22780",785.380568464352,2.68549544484622,0.585259908772658,4.58855186318493,4.46331426727729e-06,7.21142830615079e-05
"1305","g14394","scaffold_41",568178,569764,0.5,"-",".","Pentatricopeptide repeat-containing protein","ahrd-qc=*-*",1586,"AT4G22758",119.829174466203,1.15438260733854,0.249953257724821,4.6183939263133,3.86721579691605e-06,6.32157516457442e-05
"1306","g14395","scaffold_41",574009,575922,0.14,"+",".","STEROL-4ALPHA-METHYL OXIDASE 1-1 family protein","ahrd-qc=***",1913,"AT4G22756",77.4618126932754,-1.05973787307259,0.284683060450426,-3.72251819759094,0.000197245687916124,0.00212689677747803
"1307","g14406","scaffold_41",612722,614534,0.45,"-",".","Cytochrome P450 like protein","ahrd-qc=***",1812,"AT4G22690",9766.8359092617,-1.04702354686294,0.35159212085923,-2.97794940428185,0.00290183882943649,0.0211255462471509
"1308","g14411","scaffold_41",638880,639714,0.46,"-",".","Unknown protein","",834,"AT4G22640",1882.8339901762,-1.27054227964139,0.294577750367422,-4.31309655280027,1.60983770858074e-05,0.000228991200587913
"1309","g14413","scaffold_41",650029,651082,0.24,"+",".","BnaC01g14040D protein","ahrd-qc=***",1053,"AT4G22600",22.136437100691,-3.92084453935734,0.656311559688045,-5.97405985233747,2.31420834363053e-09,6.66683303770118e-08
"1310","g14416","scaffold_41",675659,679201,0.64,"+",".","Adenine phosphoribosyltransferase 3","ahrd-qc=***",3542,"AT4G22570",151.135777133448,-1.37766333731816,0.213893443546303,-6.44088623978758,1.18777877878529e-10,4.16835596045881e-09
"1311","g14434","scaffold_41",769183,771417,0.16,"-",".","ER membrane protein complex subunit-like protein","ahrd-qc=***",2234,NA,435.73892522268,-1.22954998312811,0.206175707391871,-5.96360259257485,2.46736413137369e-09,7.03535236186688e-08
"1312","g14446","scaffold_41",818232,819936,0.14,"+",".","Acyl-protein thioesterase 1","ahrd-qc=***",1704,"AT4G22305",261.164084854674,0.847983082763092,0.240704354671665,3.52292372906917,0.000426814168769612,0.00417203783512548
"1313","g14447","scaffold_41",820022,821986,0.15,"+",".","Acyl-protein thioesterase 1","ahrd-qc=***",1964,"AT4G22300",229.393568457455,0.571132432087571,0.203494279119254,2.80662647893345,0.00500632547441491,0.033057557580005
"1314","g14452","scaffold_41",857322,860730,0.15,"+",".","F-box protein","ahrd-qc=***",3408,"AT4G22280",74.9202139997845,1.67432161613469,0.332635248586572,5.03350629029601,4.81589006308388e-07,9.37770296446261e-06
"1315","g14459","scaffold_41",892039,893826,0.28,"+",".","Iron-sulfur cluster assembly protein 1","ahrd-qc=***",1787,"AT4G22220",899.917920025611,0.508280279192501,0.170632969421041,2.97879290805932,0.00289386291831756,0.0210899820930654
"1316","g14475","scaffold_41",967516,968444,0.16,"-",".","Unknown protein","",928,"AT4G22160",74.6256749867413,-0.988234781193414,0.354398275540483,-2.78848642727249,0.0052954966328003,0.0346333062468853
"1317","g14483","scaffold_41",1015189,1017538,0.32,"+",".","Pectate lyase","ahrd-qc=***",2349,"AT4G22080",238.223904090936,-1.20489814896308,0.415328270870692,-2.90107424288053,0.00371885757211206,0.0259204372776211
"1318","g14490","scaffold_42",19457,22681,0.06,"-",".","Anthranilate synthase component I-like protein","ahrd-qc=***",3224,"AT3G55870",23.6147700444548,-8.13099784685145,1.50261643994996,-5.41122646516648,6.25945514231147e-08,1.41880983225727e-06
"1319","g14495","scaffold_42",34287,35881,0.24,"-",".","Sec-independent translocase protein TatC","ahrd-qc=***",1594,"AT2G01110",151.419217685864,1.16150024962702,0.316912119360773,3.66505469077617,0.000247285733587443,0.00258537234465672
"1320","g14500","scaffold_42",55354,57591,0.35,"-",".","Amino acid permease","ahrd-qc=***",2237,"AT2G01170",366.569559061705,0.856260736463387,0.317718125276376,2.69503269830308,0.00703817238752376,0.0435623634799571
"1321","g14526","scaffold_42",200498,206342,0.34,"-",".","ATP-dependent DNA helicase RecG","ahrd-qc=***",5844,"AT2G01440",453.05937579183,0.794831345217725,0.18520986118002,4.29151741788288,1.77456280282507e-05,0.000249313157046398
"1322","g14529","scaffold_42",234810,237252,0.21,"-",".","SEC12-like protein 2","ahrd-qc=***",2442,"AT2G01470",959.547716934426,0.555298428322644,0.163601800593167,3.39420731501311,0.000688275673789838,0.00632840352023987
"1323","g14536","scaffold_42",262287,263563,0.7,"+",".","Major latex-related protein","ahrd-qc=***",1276,"AT2G01520",3790.15201465767,-0.844908091389282,0.277583064980071,-3.04380273144525,0.00233608268892098,0.0176397793651535
"1324","g14538","scaffold_42",273480,274922,0.08,"-",".","Protein C2-DOMAIN ABA-RELATED 10","ahrd-qc=***",1442,"AT2G01540",787.047740624537,-0.663896392659595,0.209864058021562,-3.16345923603261,0.0015590618376635,0.0126234203390295
"1325","g14559","scaffold_42",376264,379730,0.17,"+",".","Integrator complex subunit 11 homolog","ahrd-qc=***",3466,"AT2G01730",100.887998921817,-1.23833456144665,0.387057357408414,-3.19935673032561,0.00137734625795197,0.0113461498045078
"1326","g14574","scaffold_42",467644,469288,0.27,"+",".","Pentatricopeptide repeat-containing protein","ahrd-qc=***",1644,"AT2G01860",81.9255416070126,1.06666148441075,0.283919206624355,3.7569190795254,0.00017201808968278,0.0018906166913361
"1327","g14575","scaffold_42",469298,473169,0.14,"-",".","Purple acid phosphatase 7","ahrd-qc=***",3871,"AT2G01880",119.959308380209,1.06944185729549,0.359587941597938,2.97407597302374,0.00293872304955733,0.0213301818800962
"1328","g14579","scaffold_42",510114,512053,0.16,"+",".","Type IV inositol polyphosphate 5-phosphatase 9","ahrd-qc=***",1939,"AT2G01900",23.6076270878533,-3.46372151680138,0.725090033728607,-4.77695369634306,1.77970733973689e-06,3.08187830011581e-05
"1329","g14591","scaffold_42",591871,598100,0.48,"+",".","Salt overly sensitive 1","ahrd-qc=***",6229,"AT2G01980",436.12836061101,-1.11754160987168,0.234767885880285,-4.76019795331609,1.93403173753532e-06,3.32388523001619e-05
"1330","g14596","scaffold_42",624521,626665,0.1,"+",".","Peptide transporter 4","ahrd-qc=***",2144,"AT2G02020",111.426925921613,1.93773118772578,0.359526621927682,5.38967372523404,7.05857167773605e-08,1.58420107815521e-06
"1331","g14609","scaffold_42",715638,716426,0.34,"+",".","Defensin-like protein 2","ahrd-qc=***",788,"AT2G02100",2022.24509539444,-0.854529158673771,0.256939434628038,-3.32579994935709,0.000881651817131504,0.00781434383449795
"1332","g14623","scaffold_42",793134,793993,0.19,"-",".","F-box protein PP2-B1","ahrd-qc=***",859,"AT2G02250",30.2118701767038,4.75125542530776,0.719810509514822,6.60070304962659,4.09212489029913e-11,1.52343616835884e-09
"1333","g14626","scaffold_42",805925,807123,0.11,"-",".","F-box protein PP2-B7","ahrd-qc=***",1198,"AT2G02340",7.71562470752288,2.9368838325248,0.929974528078979,3.15802610055507,0.00158841335607845,0.0128320888379654
"1334","g14628","scaffold_42",814506,815843,0.06,"-",".","F-box protein PP2-B7","ahrd-qc=***",1337,"AT2G02360",88.07803326204,1.93318997491265,0.431282603765185,4.48242047797779,7.38011475087839e-06,0.000113955414426734
"1335","g14634","scaffold_42",829409,836463,0.07,"-",".","Non-LTR retroelement reverse transcriptase-like protein","ahrd-qc=*-*",7054,NA,41.2394564300591,-7.97010399389931,1.22828648745262,-6.48879888797663,8.6523369490044e-11,3.07513369298043e-09
"1336","g14657","scaffold_42",971422,980108,0.19,"+",".","Cysteine/histidine-rich C1 domain-containing protein","ahrd-qc=***",8686,"AT2G02610",193.632995541685,-0.831524157558243,0.285173500493695,-2.91585352818092,0.00354716984558845,0.0249665037210394
"1337","g14659","scaffold_42",988082,990261,0.05,"+",".","Cysteine/histidine-rich C1 domain-containing protein","ahrd-qc=***",2179,NA,47.4132064009773,-1.42847997951441,0.464444662448331,-3.07567315336157,0.00210027938345245,0.0161706690057039
"1338","g14671","scaffold_42",1035482,1037455,0.08,"+",".","UDP-galactose transporter 3","ahrd-qc=***",1973,"AT2G02810",314.38095377746,-0.559811274454563,0.195828266013869,-2.85868473356607,0.00425401334437624,0.0289768272125409
"1339","g14672","scaffold_42",1037832,1045997,0.09,"-",".","Myb domain protein 88","ahrd-qc=***",8165,"AT2G02820",326.78997229655,-0.786706972011377,0.232806502311267,-3.3792310962154,0.000726888781930887,0.00661633756629012
"1340","g14689","scaffold_43",97696,102560,0.27,"+",".","WPP domain-interacting tail-anchored protein 2","ahrd-qc=***",4864,"AT1G68910",404.735513196362,0.473221733646984,0.172543522837275,2.74262241703084,0.00609507262517769,0.0388964133986254
"1341","g14714","scaffold_43",272753,276815,0.44,"+",".","Phosphate transporter PHO1 homolog 1","ahrd-qc=***",4062,"AT1G68740",254.370537959024,-1.00459780062562,0.37500584466436,-2.67888571583402,0.00738676006747622,0.0451959482109518
"1342","g14726","scaffold_43",343115,344322,0.29,"-",".","Acetyl esterase","ahrd-qc=***",1207,"AT1G68620",97.561321774667,-2.93630603863523,0.33354942729048,-8.80321115370428,1.32956073369643e-18,1.31343850117759e-16
"1343","g14731","scaffold_43",358222,361922,0.45,"-",".","Protein NRT1/ PTR FAMILY 3.1","ahrd-qc=***",3700,"AT1G68570",100.680224792262,0.889349054421705,0.32154194690209,2.76588813058507,0.00567680053480085,0.0366741192119523
"1344","g14735","scaffold_43",405813,410972,0.11,"-",".","Dihydroflavonol 4-reductase%2C putative","ahrd-qc=***",5159,"AT1G68540",37.1264624607434,-1.70397866470258,0.409746609414874,-4.15861565550449,3.20182108623256e-05,0.000427113741072554
"1345","g14755","scaffold_43",609738,612615,0.49,"+",".","Receptor-like kinase","ahrd-qc=***",2877,"AT1G68400",154.59156784172,-0.73051246872572,0.214190576608974,-3.41057239908057,0.000648266706243902,0.0060156465211065
"1346","g14782","scaffold_43",778535,780626,0.24,"-",".","Zinc finger (B-box type) family protein","ahrd-qc=***",2091,"AT1G68190",18.0955877814348,-1.5527082843969,0.55614295895318,-2.79192293887806,0.00523958328860677,0.034362682665374
"1347","g14794","scaffold_43",852525,855106,0.7,"+",".","D-glycerate dehydrogenase/hydroxypyruvate reductase","ahrd-qc=***",2581,"AT1G68010",14.1519774225592,3.68933334059272,0.964917574463631,3.82346994005525,0.000131586640625013,0.00149536774753752
"1348","g14859","scaffold_44",163528,164779,0.61,"+",".","Short-chain dehydrogenase/reductase family protein","ahrd-qc=***",1251,"AT3G51680",13.4336635622554,2.54460576606634,0.82032654924691,3.10194247449675,0.00192255314418711,0.0150002187481166
"1349","g14871","scaffold_44",210585,212743,0.1,"-",".","BnaC08g22880D protein","ahrd-qc=***",2158,"AT3G51540",314.434976389145,-1.03274471005022,0.29576497879341,-3.49177483508479,0.000479822547750327,0.00461822300274308
"1350","g14909","scaffold_44",323661,326393,0.28,"-",".","Zinc finger (CCCH-type) family protein","ahrd-qc=***",2732,"AT3G51180",101.644907751001,0.851979335119351,0.309261391597613,2.75488424441898,0.00587129036409057,0.037678367727816
"1351","g14912","scaffold_44",344640,346054,0.23,"+",".","GDP-mannose 4%2C6 dehydratase 2","ahrd-qc=***",1414,"AT3G51160",1279.85474290808,-0.545198028858496,0.181416487183143,-3.00522867201209,0.00265381250238929,0.0196282626195226
"1352","g14918","scaffold_44",377371,378515,0.1,"-",".","Crooked neck-like protein","ahrd-qc=***",1144,"AT3G51110",59.5784011561289,1.37967967020017,0.343773124227455,4.01334360648658,5.98646712248515e-05,0.00074178979277727
"1353","g14922","scaffold_44",403858,407185,0.57,"-",".","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","ahrd-qc=***",3327,"AT3G51070",15.4385394320857,-7.51364551170384,1.29843192792737,-5.78670729677568,7.17794928187784e-09,1.8919023464378e-07
"1354","g14924","scaffold_44",422493,426395,0.23,"-",".","FG-GAP repeat-containing protein","ahrd-qc=***",3902,"AT3G51050",942.248220752508,-0.437464115885875,0.149705571212917,-2.92216323241368,0.00347609309819889,0.0245233964170649
"1355","g14932","scaffold_44",442290,444035,0.23,"+",".","Thioredoxin domain-containing protein%2C putative","ahrd-qc=***",1745,"AT3G50960",136.663666061494,1.71896081314583,0.262862575236885,6.53938968526328,6.17703843151022e-11,2.24955367668294e-09
